"identificador","nombre","baños","dormitorios","precio"
6471159,"Great Apt-3bedrooms+garden@Pijp","1.5",3,150
13680094,"GORGEOUS 2 bedroom apt. with balcony. Pijp area!","1.0",2,169
7454132,"Spacious apartment in the Pijp","1.0",1,90
2047376,"Bright Family Home Amsterdam Center","3.0",4,331
10730905,"Spacious room on great location","1.0",1,70
13024650,"Beautiful large apartment in Rivierenbuurt / Pijp","1.5",3,251
8666460,"Sunny spacious apartment @ De Pijp","1.0",1,111
9603643,"Authentic Apartment in East Center","1.0",2,105
2932598,"Cozy apartment in","1.0",1,77
2015074,"Canal view modern flat museum area","1.0",1,120
11963026,"Room with balcony","1.0",1,75
12894042,"Modern Studio NEAR CITY CENTER","1.0",0,139
6414300,"Light and spacious family apartment","1.0",2,139
8377143,"2-bdr flat close to Museum Square","1.0",2,168
6012665,"Lovely renovated apartment (airco)","1.0",1,105
179528,"Authentic Amsterdam apartment RAI","1.0",2,230
9583916,"The best location in town!","1.0",1,111
11287817,"Cozy room in de Pijp-GREAT location","1.0",1,95
13614337,"Sublime Apt in the PIJP | BALCONY","1.5",2,99
7945458,"Luxurious, 135m2 & rooftop terrace","1.0",2,216
7552165,"later nog","1.0",2,150
3776362,"Lovely apartment with a garden!","1.0",1,111
11517043,"Apartment/terrace Rai/museumsquare","1.0",1,110
8862802,"Canal view apartment","1.0",1,120
670745,"Spacious Apartment + Free fast WiFi","1.0",1,175
12565507,"Romantic houseboat on Amstel River!","1.0",0,100
6699927,"Cosy Studio Albert Cuyp Market","1.0",0,80
5782399,"Lovely 1 bedroom app for couple","1.0",1,120
13679464,"Tasteful apt in best part of Amsterdam","1.0",1,100
11746136,"Cosy family apartment near the Museum District","1.5",3,110
3521367,"Spacious flat next Rijksmuseum","1.5",2,226
7846720,"Stadhouderskade Apartment in Amsterdam","1.0",1,160
11582274,"Cosy house in middle of Pijp area","1.0",1,90
7551731,"Sunny oasis in the heart of De Pijp","1.0",1,111
7813863,"1 bedroom new renovated appartment","1.0",1,100
13122214,"Bright and cosy 2p city apartment","1.0",0,120
7322257,"Amsterdam Student Room","1.0",1,50
1686654,"Bright apartment on market street","1.0",1,100
7430003,"Large & unique appartment Amsterdam","1.0",2,150
13187680,"Comfortable, cosy apartment in de Pijp, Amsterdam!","1.0",2,116
6470215,"Green balcony in vibrant De Pijp","1.0",1,99
2144830,"Lovely apartment with water view!","1.0",1,129
13056580,"Trendy&Spacious appt. near Rai/Pijp","1.0",3,140
3586614,"Nice apartment with garden","1.0",1,140
7354921,"Mooie 1 pers. privé slaap/badkamer","1.0",1,65
13541115,"Great Apt with spacious roof terrace, close to RAI","1.5",2,146
840689,"Typical 30s apartment, close to RAI","1.0",1,75
9058757,"•!Contemporary &Artsy APT the PIJP•","1.5",2,89
6895957,"Modern apartment, metro next door","1.5",1,85
801544,"Charlie + Coco's Apartment","1.0",1,130
10301846,"Big Bohemian Apt & Garden","1.0",3,276
13393017,"Newly renovated historical apartment with class","1.0",2,140
1784060,"Most beautiful location in De Pijp","1.0",1,75
9485059,"Amsterdam Top floor with Terrace","1.0",1,146
4765965,"Cozy Apartment in De Pijp","1.0",1,60
3306530,"Light,Spacious, Big Family house","1.0",3,251
2668739,"Spacious apartment in Amsterdam","1.5",1,100
5159094,"Modern flat in the real Amsterdam","1.0",1,70
6895794,"Apartment 195m2, ALBERT CUYP / RAI","2.0",3,251
1894286,"Huge Comfortable and Luxurious apt.","1.5",1,150
12236947,"Romantic and cosy ap @ great spot!","1.0",1,120
6862991,"Light Apartment in Nieuwe Pijp","1.0",1,140
6441316,"Room with a heart","1.0",1,100
6568042,"New renovated city apartment","1.0",0,85
4765803,"APARTMENT + ROOFTERRACE (de Pijp)","1.5",2,251
3487855,"Welcome to Amsterdam! :-)","1.0",1,58
833641,"Apt & Garden in the Pijp near RAI","1.0",1,89
538717,"Greener Grounds Studio (de Pijp)","1.0",,136
12859189,"GREAT apt. for couple + balcony!","1.0",1,89
7086862,"Sfeervolle Hoekwoning randje Pijp","1.0",1,136
9647864,"family Apt 125m2, garden RAI/center","1.0",3,280
1783438,"* cozy comfortable private place *","1.0",1,93
10172128,"Maple House, 3 bedrooms, pijp area!","1.5",3,190
2168141,"Lovely Apartment in ""the Pijp""","1.0",1,146
8919364,"Lovely modern room with balcony","1.0",1,70
10664385,"Shiny & Bright apartment in De Pijp","1.0",1,95
13449616,"Wonderful and spacious apartment","1.0",2,140
2603354,"New Cosy City apartment","1.0",1,125
6764212,"City - Museum square/DE PIJP home","1.0",1,150
1717899,"Wonderful apartment in ""De Pijp""","1.0",2,111
702124,"very beautifull light appartment","1.0",1,80
3159712,"PERFECTLY LOCATED TRENDY LOFT!","1.0",1,185
10303026,"Spacious apt near city centre","1.0",2,200
9483904,"Luxury Canal Loft with Roof terrace","1.5",1,150
13306133,"LOVELY cozy apt. 2 bedroom apt. Pijp area!","1.0",2,180
13459049,"Central Location, Nice Apartment, Local Feel.","1.0",1,90
5191284,"Nice apt. next to Heineken brewery","1.0",1,100
2012781,"Amstel view, great neighbourhood!","1.0",2,125
5027394,"Centre, nice room, good price","1.0",1,100
1488430,"Cosy apartment in ""de pijp""","1.0",1,70
13793194,"NEW apartment in lively the Pijp area","1.5",1,129
7599021,"Beautiful appartment, in de Pijp","1.0",1,111
2799111,"Bright and friendly apartment","1.0",1,130
4601346,"Perfect Place@ Pijp district","1.0",1,99
3140562,"Trendy apartment in vibrant de Pijp","1.0",1,139
3290611,"Trendy loft + Roof-terrace @De Pijp","1.0",1,169
7173033,"Art & Bright Apt in Amsterdam South","1.0",1,85
1684974,"Unique and Cosy Aparment in Center!","1.5",1,100
7877946,"Central great apartment with garden","1.0",2,251
7069236,"Hidden gem with garden in de Pijp","1.0",1,150
12334382,"Beautiful studio in the Pijp area @Ja&Ja","1.0",0,100
13284630,"Wonderful bright & light studio in the Pijp","1.0",0,95
1553681,"Lovely & charming Amsterdam Home","1.0",1,120
12268816,"Modern and spacious old attic room","1.0",1,111
8041712,"A place to feel at home","1.5",1,146
6567951,"Bright City Apartment Amsterdam","1.0",0,85
3225605,"Amazing Amsterdam houseboat (villa)","2.0",5,286
6535138,"Bright, spacious apt. in the Pijp","1.0",1,100
11581438,"Authentic Amsterdam Apartment","1.0",1,115
7878623,"Privé appartment centrum Amsterdam","1.0",1,100
8861651,"Two floor apartment in Amsterdam","1.0",2,120
13678453,"Spacious Cosy appartment & Garden. Great location!","1.0",1,79
13449044,"Light bright 2-bed flat in the heart of the Pijp","1.0",2,199
13169526,"Cosy, Bohemian, Central & Quiet","1.0",2,120
9188521,"Beautiful apartment!","1.0",2,195
1848477,"Great apt Pijp, next to Rijksmuseum","1.0",1,130
7613260,"Spacious house near ALL hotspots","1.0",0,139
12247726,"11 Top Located Centre Apartment","1.0",1,149
13087772,"2 persoonskamer Rai-Amsterdam","1.0",1,55
8860694,"Design loft with garden in the Pijp","1.0",1,175
10662757,"Lovely apartment in 'de Pijp'","1.5",1,111
275294,"Nice apartment De Pijp Amsterdam",,1,85
7189328,"Charming apartment in great area","1.0",1,100
8860489,"2 Top Located Centre Apartment","1.0",1,129
439082,"Family apt in Central Pijp +Musuems","1.0",2,165
5944100,"Penthouse with roof terrace","1.5",1,160
5911324,"Stunning apartment perfect location","2.5",2,245
12695008,"Lovely apartment with roofterrace","1.0",1,129
11646419,"Cosy Sleeping Loft in de Pijp","1.0",1,85
11646400,"Romantic, clean, modern appartment","1.0",1,120
12301738,"Apartment @ Pijp area","1.0",1,140
8074637,"Cozy New Years Eve Apartment","1.0",1,250
13809018,"Very spacious apartment citycenter","1.0",2,171
11351403,"MODERN & SPACIOUS APT | CITY CENTER","1.5",2,103
6927104,"Adam Centre, 10 mins walk to canals","1.0",1,49
2470646,"Characteristic apt for your trip!","1.0",1,99
6861552,"Great APT IN CITY CENTER | BALCONY","1.0",3,149
13808331,"Comfortable apartment in 'De Pijp'","1.0",2,138
8139460,"Patio-loft for family","1.0",2,199
1422023,"Promotion: Spacious aprtmnt nr RAI!","1.0",2,115
8368805,"Nice room in vibrant de Pijp","1.0",1,67
799298,"studio Museumquarter",,1,100
700993,"Lovely apartment South A'dam (RAI)","1.0",1,98
3328100,"Stylish apartment in heart of The Pijp.","1.0",2,120
12896495,"Great modern apt + balcony, located Pijp area!","1.0",1,79
11579900,"MODERN & LIGHT apt near CITY CENTER","1.5",1,79
10065009,"The most lovely stay in the Pijp","1.0",1,190
3224028,"Comfortable house & spacious garden","1.0",2,115
2667523,"Luxury Apt. close to RAI & The Pijp","1.0",1,139
10335207,"Apartment close to de Pijp & Centre","1.0",1,95
8467413,"Spaceous apartment, water view","1.0",1,120
7877533,"Spacious&bright apartment near RAI","1.0",1,111
8369052,"Nice room in city center south","1.0",1,67
3202543,"Cosy!, central - Min 3 nights","1.0",1,150
7779225,"Cosy fresh aptm. in 'de Pijp' area","1.0",1,99
3879817,"Characteristic apt in center","1.0",1,74
7899208,"Private-RAI- 4 bedrooms-Roofterrace","1.0",4,400
9023789,"Cozy apt in trendy area ""de Pijp""","1.0",1,90
3420396,"Great Amstel View Appartment","2.0",3,260
8073472,"Child friendly apartment in de Pijp","1.0",3,175
1096999,"River view city center Amsterdam","1.0",1,120
12693631,"Apartment in the ""De Pijp"" area","1.0",1,150
8564806,"Nice apt in the middle of the city!","1.0",0,95
3387930,"Fully renovated apartment, centre!","1.0",2,251
5910570,"Double chambre individuelle SDB privee terrasse","1.0",1,70
3584021,"Clean apartment - Center Amsterdam","1.0",3,100
536586,"Luxury apt close to city centre","1.0",3,169
11055046,"Charming 2BR Rennovated Family Home","1.0",2,75
13414278,"Amsterdam Zuid, nearby Amstel and Amstelstation","1.5",2,150
7896910,"spacious apartment, super location","2.5",2,286
6008605,"Lit Bateau. Staying on the Amstel.","1.0",2,160
9734388,"Comfy 2-room apt on great location","1.0",1,69
13807846,"Cozy room in a bright apartment","2.0",1,99
11317473,"Spacious Light Penthouse w/ Terrace","1.0",2,270
13152437,"Charming Spacious Apartment in De Pijp","1.0",2,165
11438041,"Sunny & spacious apt near RAI/Pijp","1.0",1,220
7260120,"Benedenhuis Hartje DePijp","1.5",3,251
4501250,"STUDIO comfortable, stylish, clean","1.0",0,98
6631036,"Design appartment for families","2.0",3,200
4992684,"Comfortable room in the Pijp","1.0",1,90
3773525,"PRIVATE APARTMENT AT HOT SPOT","1.0",1,175
9645697,"Cozy Room with Private Balcony","1.5",1,49
11121257,"Spacious studio flat","1.0",1,85
6762104,"Groundfloor apartment in Amsterdam","2.0",2,123
2567754,"Elegant City Centre Park View Apt.","1.0",1,76
12257207,"Cozy apartment w/ garden in center","1.0",1,125
4992590,"Studio in popular neighborhood","1.0",0,100
10372730,"55 m2 on famous Albert Cuyp Market","1.0",1,88
12824053,"Spacious home nearby Amsterdam RAI","1.0",1,150
12103150,"Apartment with ROOFTERRACE in Pijp!","1.0",1,130
13544943,"Nice 2 room Apartment in Pijp near Museumplein","1.0",1,100
13720817,"Great Studio/loft 45m2 downtown!","1.0",1,95
7875989,"Lovely stylish apt @ great location","1.0",1,111
4074858,"Spacious Apartment Amsterdam RAI","1.0",2,165
6597950,"Cute, Stylish & Authentic home @the Pijp near Park","1.0",1,120
683431,"Cozy attic","1.0",1,80
13610282,"Bright Central Apartment at 'De Pijp'","1.0",2,111
6597912,"Light and roomy apartment","1.0",1,155
11563564,"Great Design and Comfort in Pijp!","1.0",2,146
3747080,"Beautiful 90m2 loft in city center","1.0",2,130
12627198,"Happy 2 room RAI & Pijp","1.0",1,80
2337807,"cozy room w/ private sink & shower","1.0",1,55
10162069,"Perfect location 2p cozy apartment","1.0",1,120
3648497,"Lovely apartment in 'de Pijp'","0.5",1,181
13806552,"Near city centre, cosy apparment","1.0",2,200
9612235,"Private stay in great neighbourhood","1.0",2,125
10070961,"Beautiful City apartment Berlage","1.0",1,80
9644982,"Cozy room @ great part of Amsterdam","2.0",1,100
2993046,"Studio Apartment Amsterdam South","1.0",1,80
9153438,"Central & charming apt in De Pijp","1.0",2,115
8563597,"Cozy City Center apartment, Perfect location","1.0",1,105
13420179,"Comforatable (80m2) apartment & garden in De Pijp","1.0",2,160
13314884,"Spacious rooftop room with a private bathroom","1.0",1,79
13806402,"Great appartment near the centre","1.0",1,200
11578176,"WOW houseboat","2.0",2,300
6892329,"Charming 1-BR with view on Canal","1.0",1,120
633585,"Amazing, spacious Amsterdam Apt.","1.0",1,95
9808608,"Bright apartment in ""De Pijp""","1.0",2,251
764433,"Modern apartment in the pijp, A'dam","1.0",1,120
13371136,"*Perfect all-in apartment for a perfect city-trip*","1.0",1,150
2238937,"Canal side Design Apartment","1.0",1,182
7041442,"Beautiful luxury & quiet apartment","1.0",1,226
9022717,"Sunny ground floor apartment","1.0",1,125
2829553,"2 room apt in de Pijp 65M2 Oud Zuid","1.0",1,120
2239726,"Great sky view apartment in de Pijp","1.0",1,111
7941336,"Supercoze home in the Pijp","1.0",1,136
13081803,"Very convenient for 6 people (find reviews below)","1.0",2,285
12528815,"FANTASTIC cozy home, 2 bedrooms + garden!","1.5",2,99
8858779,"1 Top Located Centre Apartment","1.0",1,139
9448523,"Cosy Apart + Amstel River View","1.0",2,89
3016543,"Lovely & quiet apartment in South","1.0",1,130
2272303,"Cosy apartment in De Pijp","1.0",1,185
3681334,"Spacious apartment in city centre","1.0",2,195
9873831,"Large Bright flat in de Pijp!","1.0",2,210
2173348,"Nice Apartment Amsterdam Centre RAI","1.0",2,120
12790182,"Lovely luxe boutique apartment","1.0",2,150
665250,"Artists house with two gardens.","1.0",2,139
11708784,"High quality + free bikes!","1.0",1,160
3909954,"Private, quiet room near the Pijp 2","1.0",1,90
4270390,"Amsterdam Apartment in De Pijp","1.0",1,130
8726785,"New. Luxurious.Centre.Canalview apt","1.0",1,120
13707512,"Comfortable apartment in the heart of the Pijp","1.0",1,125
6432414,"Bright, cozy apartment in 'De Pijp'","1.0",1,95
599669,"Bright & Spacious @ City Centre","1.0",1,200
7931500,"Design house w/ balcony in the Pijp","1.0",1,130
5842514,"Pre-war condominium with great view","1.0",2,139
2665167,"Exquisite appartment in Amsterdam","1.0",0,139
12355361,"Bright & spacious family apartment!","2.0",4,160
7219903,"Lovely apartment nearby Albert Cuyp","1.0",1,99
5089927,"Spacious, comfortable apt in South","1.5",1,98
698896,"Great apartment in Amsterdam","1.0",2,175
12200500,"Nice apartment","1.0",1,120
1484348,"Bohemian apt with garden near RAI!","1.0",1,100
3876408,"Clean&Cosy app in center Amsterdam","1.0",1,100
5744391,"Luxury apartment with roof terrace","1.0",1,185
4040238,"Cosy apartment in central Amsterdam","1.0",1,130
304644,"Nice social hosts, great location!","0.5",1,80
5711389,"Central family appartement - 110m2","1.0",2,200
7251476,"Cute apt. in the Pijp","1.0",1,99
7284214,"Private beautiful App near Heineken Experience","1.0",2,146
8267248,"Luxurious City apartment Amsterdam","1.0",2,251
7153115,"Bright room in 'de Pijp'","1.0",1,70
11314632,"Best Location for City Trip! 2 bedroom, terrace!","1.0",2,315
5776838,"Luxurious & spacious apartment","1.0",2,150
6890932,"Central room in De Pijp + 2 bikes!","1.0",1,89
1230403,"Light and sunny artist loft on two floors, de Pijp","2.5",2,216
1189258,"Amsterdam Luxurious  Water Villa","2.0",2,261
4629897,"Studio  ""De Pijp""","1.0",1,70
9709809,"Nice apartment in central Amsterdam","1.0",1,85
3974283,"Lovely apartment in the Pijp (55m2)","1.0",1,93
10200191,"Penthouse with Jacuzzi -city centre","1.0",3,300
5973107,"Charming apartment in lively Pijp","1.0",2,125
8004714,"Spacious apartment near the Pijp","1.0",1,120
11217131,"Elegant Apartment in City Center / Museum Quartier","1.0",3,180
4696241,"HOUSEBOAT, luxury in loftstyle","1.5",3,130
2435226,"Central 2 Level Apmt + Big Backyard","2.0",2,220
6039704,"Houseboat Experience / Sailing boat","1.0",1,55
1648570,"Amsterdam Jewel Box","1.5",1,130
6530976,"Beautiful, bright city apartment!","1.0",1,100
10951660,"Spacious bright ap, top location","1.0",1,115
6891368,"Perfect rooftop apartment in South","1.5",3,120
6953955,"Charming room in Amsterdam","1.0",1,100
8745267,"Spacious, light flat in De Pijp","1.0",1,80
1615669,"Beautiful apartment, city centre","1.0",1,95
3974958,"Awesome house in Pijp near Park!","1.0",2,200
11314945,"Perfect City Trip Central Location!","1.0",1,95
8660698,"Exclusive apt. Sarphatipark de Pijp","1.0",1,95
11347669,"Cosy room with double bed & lounge","1.0",1,75
3227893,"Lovely family ap with great garden","1.0",2,90
13215425,"FANTASTIC apt. with sunny balcony, Pijp area!","1.0",1,89
1189539,"Arti apartment & garden","1.0",2,120
932133,"Nice attic-room near Centre","1.0",1,80
2991175,"Pijp 2","1.0",2,142
12002357,"Light spacious apt nearby Pijp area","1.0",1,120
5776434,"Spacious and bright penthouse","1.0",1,190
8856607,"Appartement in De Pijp met tuin","1.0",1,99
2860054,"Troost 3","1.0",3,142
10036244,"Charming space in De Pijp","1.5",1,90
1713147,"spacious & beautiful FAMILY house","1.0",4,293
1942506,"Lovely apartment near city centre!!","1.0",1,100
7979739,"Spacious Apartment in heart of Pijp","1.0",1,129
9544642,"Cozy big apartment Amsterdam Centre","1.0",2,99
12886940,"Luxerious and Spacious Apartment","1.0",1,120
8561562,"Light and Spacious Apartment","1.0",1,181
8397699,"Bright cozy appartement @ Amsterdam","1.0",1,60
11246264,"Luxury 2 floor apartment all new!","1.0",1,150
13638321,"Spacious appartment in the centre of Amsterdam","1.0",3,181
6757040,"WoWoW Boutique apartment Amsterdam","2.0",3,406
1484957,"*** AMSTERDAM HOME ***","1.0",2,111
11544716,"Cozy room in the heart of De pijp.","1.0",1,79
6957187,"Living the Amsterdam life","1.0",1,125
1583177,"Nice bright appartment @ De Pijp","1.0",1,129
9742334,"Nice clean room for a stay in Adam.","1.0",1,69
10181630,"Waalstraat 2 bedroom apartment (4p)","1.0",2,120
1044816,"Light cosy 2p apt. Trendy area Pijp","1.0",2,140
3833479,"2nd Floor Pijp district apartment","1.0",1,111
11216251,"Nice apartement, great roof terrace","1.0",1,100
3155271,"A'dam Center apartment with Garden!","1.0",2,251
11347289,"Houseboat Amstel river city centre","0.5",3,180
1221934,"Modern family apartment near RAI","1.5",3,250
8660262,"Freshly renovated design apartment","1.0",1,74
13542697,"Mooi huis in Amsterdam Zuid met tuin","1.0",2,100
4367622,"Luxury Design apartment near Centre","1.0",1,175
2925820,"cozy appartment","2.0",1,60
2860252,"Bright and modern 3 bedroom apt","1.0",3,191
10957418,"Comfortable, stylish and clean","1.0",0,98
10133497,"Stylish modern 2p ap in city centre","1.0",1,137
13213540,"Апартаменты в центре Амстердама.","1.0",1,100
4956083,"Modern Cozy Apt in Great Location","1.0",1,120
827259,"Cozy private room in A location","1.0",1,70
5087114,"Beautiful Artsy apt w hip flair","1.0",2,251
10493837,"Luxery appartment","1.0",3,125
1482636,"Bright, cosy apartment Amsterdam","1.0",0,85
4235135,"Great Apartment @ De Pijp","1.0",1,129
12853097,"Stylish apt, 2/3 people, balcony","1.0",1,115
13328421,"Great apartment on a great location!!","1.0",2,125
11673425,"Large modern apartment in the Pijp","1.5",2,251
2858805,"Private studio 55m2 + deck outside","1.0",0,111
3350331,"Big & Cosy Apartment in the Pijp!","1.5",2,75
2006763,"Authentic room in De Pijp","1.0",1,75
12459664,"Cozy appartment in the PIJP!","1.0",1,125
1547894,"Apartment located in the Pijp!","1.0",1,105
8494696,"Luxurious, central apartment","1.0",2,200
564826,"Beautiful apartment + Lovely garden","1.0",2,115
8527440,"2 BDR apt. in cool area ""De Pijp""","1.5",2,89
2371513,"Stylish & Cosy Apartment in De Pijp","1.0",2,175
11858660,"Perfectly situated light apartment","1.0",1,199
4169285,"Artist's Apartment at the Pijp","1.0",0,52
10853963,"Stunning 2 bedroom apartment","1.5",2,276
7119648,"Quiet apartment in beautiful area","1.0",1,88
11445007,"Comfortable house in ""de Pijp""","1.0",2,150
6267601,"Modern Apt @Pijp area","1.0",1,129
13607636,"Luxury & Light apartment, great location","1.0",1,120
5382857,"The ideal family house in Amsterdam","1.0",2,155
8674074,"Lovely apartment in the Pijp","1.0",2,140
1630438,"Nice and quiet room near RAI","1.0",1,80
3121495,"ART&DESIGN of AMSTERDAM","1.5",1,300
13796748,"Charming 2 story home w/ character","1.0",1,179
2912309,"Spacious house + rooftop terrace !","2.0",2,251
1155386,"Quietness and the city life","1.0",1,111
5910574,"Duplex appartment with roof terrace","2.5",3,181
7184667,"Amsterdam City Luxury 135m2 Suite","1.0",1,130
11575520,"Begane grond etage met tuin","1.0",0,75
3776698,"Nice 2 bedroom apartment with spacious living room","1.0",2,226
11772071,"Charming apartment close to center","1.0",2,90
7315624,"Great bedroom near the centre","1.0",1,100
7643294,"Grand apartment + rooftop terrace","1.0",3,241
10625164,"140m2 luxury apt. kids-proof!","1.0",2,220
13574272,"Spacious 4p family apartment near the city centre!","1.5",3,175
5283961,"Family appartment in city centre","1.0",2,175
13049966,"The Servants Room","1.0",1,45
9722179,"Luxury & Style in Pijp Neighborhood","1.0",3,276
6489576,"Lovely apt in heart of Amsterdam","1.0",1,120
6595446,"Lovely apartment A'dam city centre!","1.0",1,80
11051887,"Comfy and cosy room, South Adam","1.0",1,102
492796,"Experience how A'dam locals live!","1.0",1,80
11607567,"Luxury Spa Apt in coolest District!","1.0",1,175
564740,"Charming and Cozy apartment@de Pijp","1.0",1,115
12623372,"Appartement in Amsterdam Zuid","1.0",1,99
2465274,"Beautiful house with garden","1.5",3,276
6102484,"Perfect located 2 bedroom apartment","1.0",2,175
7494220,"Great Apartment, Perfect location! (with Bedstead)","1.0",1,175
4169155,"Perfectly let you feel at home!","1.0",1,108
12361139,"'Red Carpet' 2 bedroom apartment","1.5",2,120
3480714,"*Lovely stylish apt garden De Pijp*","1.5",1,136
1449108,"Authenticity & Comfort: famous Pijp","1.0",1,120
8549247,"Spacious quiet canal apartment","1.0",2,251
12426352,"Albert Cuypstraat","1.0",1,130
13573206,"Amazing 2 BEDROOM APT in the Pijp near CITY CENTER","1.0",2,120
728145,"Superb loft apartment in de Pijp!","1.0",1,150
13326855,"Studio by city- centre","1.0",0,75
4135948,"The Little Townhouse","1.0",1,120
7578085,"Clean room on famous A'dam market","1.0",1,80
5120441,"Perfect spot, great neighborhood 4p","1.0",2,120
9445810,"Elegant Studio in Amsterdam Center","1.0",0,45
7905052,"Luxury and modern apartment @Pijp","1.0",2,150
1727103,"Houseboat on the Amstel","1.0",2,220
9967975,"De pijp cosy apartment","1.0",2,150
532069,"Couple's Getaway at Perfect Location in De Pijp","1.5",2,251
2104350,"Amazing Loft @ Great Neighbourhood!","1.5",1,80
7576568,"Spacious Ap. with sunny garden!","1.0",2,100
4004833,"Luxury apartment in de 'Pijp' area","1.0",2,251
7314385,"Kick-ass apartment, Kick-ass area","1.0",1,130
9640892,"Cozy room nearby the ''Amstel''","1.0",1,38
6036384,"Houseboat Experience / Wheelhouse","0.0",1,55
2956140,"Lovely penthouse, private entrance","1.0",1,90
13698196,"Quiet light apartment with balcony near park","1.0",1,111
10984291,"Beautiful styled room with kitchen","1.0",1,75
1842012,"Fantastic appartment with parkview","1.0",1,120
1841809,"Spacious apartment near the Amstel","1.0",3,150
11016834,"Lovely ap with garden @ great spot","1.0",1,181
4594303,"Room in De Pijp","1.0",1,70
2235708,"Modern apartment in popular Pijp","1.0",2,219
9837861,"Beautiful, spacious apartment 125m2","1.0",3,199
9724398,"Big, Beautiful Apartment in De Pijp","1.0",2,72
9772262,"Fab apt in trendy ""De Pijp""","2.0",2,200
8395937,"Amazingly relaxing Apt Garden & BBQ","1.5",2,195
727634,"Lovely Apt. located in ""De Pijp""","1.0",1,129
11835987,"Spacious loft near RAI and the Pijp","1.0",1,115
465453,"Authentic Apartment with Garden!","1.0",1,100
11246076,"Spacious family house with garden","1.5",4,251
2930142,"Super appartment in Amsterdam","1.0",1,105
7559592,"Apartment near centre of Amsterdam","1.0",2,70
4332006,"2BR Modern Apt with Wifi & Balcony","1.0",2,110
2857436,"Quiet, cosy, and cute apartment!","1.0",1,120
11999710,"GREAT modern apt. with bath!","1.0",1,89
8329653,"Cozy attic room next to Heineken","2.0",1,191
9771824,"Loft apartment in popular area!","1.5",0,136
13277992,"Exquisite apartment located at the Amstelkade!","1.0",1,226
13539178,"Authentic, light & spacious @Canal Families only!","1.5",2,175
1677156,"Spacious ground floor apt (+garden)","1.0",2,209
4822828,"Nostalgic Room in De Pijp","1.0",1,60
11406872,"Luxurious & authentic loft @de Pijp","1.0",1,180
4921102,"Single Room in Amsterdam (Pijp)","1.0",1,44
530136,"Peaceful in the Pijp for One Person","1.5",1,55
11769632,"Cozy studio near Museum Quarter","1.0",0,150
7968538,"Stunning 65m2 appartment in De Pijp","1.0",1,125
8197871,"Beautiful studio, great location!","1.0",0,115
825039,"Stone's throw from Albert Cuypmarkt","1.5",1,95
8361667,"Comfortable room in spacious condo","1.0",1,90
13440629,"Classical & pefectly located APT | CITY CENTER","1.0",0,129
5248594,"Romantic apartment in de Pijp","1.0",1,105
6297168,"Lovely apartment in 'de Pijp'","1.0",1,99
13768242,"Luxury King room | OntheAmstel","1.0",1,77
12949029,"Just renovated, perfect location in ""De Pijp"" area","1.0",1,160
2332190,"Apartment, close to park,5 min of City Center.","1.0",1,90
1512989,"Central, modern apartment Amsterdam","1.0",1,100
6920613,"Prestige Buisnes Apartment","1.5",3,401
2693508,"Charming studio next Rijksmuseum","1.0",1,200
13015418,"Artistic, large studio in De Pijp","1.0",0,100
8395119,"Beautiful 3FL apartment 'de PIJP'","2.0",5,200
1486544,"Private topfloor with roofterrace","1.0",1,120
4200646,"Experience the real Amsterdam life","1.0",2,140
13796387,"Cozy apartment in the ""PijP""","1.0",1,100
6205127,"Bright apt. in middle of de Pijp!","1.0",1,120
12818579,"Charmant Appartment Center.","1.0",1,120
8624248,"Spacious apartment in de Pijp","1.0",1,100
3758059,"Zuid family apartment near RAI","1.5",2,115
9836621,"Great apartment in De Pijp, 80m2","1.0",2,251
1054715,"Room w/a view and bathroom de luxe","1.0",1,90
10065959,"Comfortable Room near ""the Pijp""","1.0",1,55
9645744,"Family apartment in De Pijp","1.0",2,150
9771032,"Luxury apartment in popular area!","1.5",0,140
7346187,"Spacious apartment with garden","1.0",1,146
8519748,"New: Bright 2 Bedrooms, Bath & Rooftop in the Pijp","1.0",2,171
7378923,"Cozy studio in the ""pijp""","1.0",0,65
1251296,"Peacefull, clean room - near center","1.0",1,45
5609420,"Cosy Apartment w/ Garden & Veranda","1.0",1,146
10917343,"Mooi zolder appartement","1.0",1,90
12555735,"Comfortable, stylish and clean","1.0",0,112
6821282,"lovely apartment in city centre","1.0",2,185
4232593,"Wonderful apartment close to centre","1.0",1,99
7690475,"Cosy apartment in the Pijp","1.0",2,140
13179105,"2-bedroom apt. with garden, close to museum square","1.0",2,200
11834625,"Minimalistic and light apartment","1.0",1,120
11769075,"Nice and cozy room near Amstel","1.0",1,35
4035799,"Trendy 1 BR loft in central Pijp","1.0",1,129
10065116,"Great apartment near centre","1.0",1,85
6526164,"Classic apartment, 70 m2 @De Pijp","1.0",2,175
1774789,"Modern stylish Apartment De Pijp","1.0",1,110
10818747,"*Cosy ground floor apt with garden*","1.0",1,75
3347583,"Charming apartment in 'De Pijp'","1.0",0,100
10983756,"Stylish & Warm Home in Great Area!","1.0",1,115
8100233,"Beautiful apartment in top location","1.0",1,115
12917045,"Houseboat stay with private terrace","1.5",1,150
437757,"COOL DESIGN HOUSE with WiFi","1.0",1,99
1874209,"Stylish stay close to the Amstel","1.0",1,120
13463261,"Apartment with canal view near museum district","1.0",1,111
1251609,"Real Amsterdam City Experience","1.0",1,123
8362221,"Rooftopterrace&Swing! WATER&AIR for 8","1.5",3,451
